Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.5,25.5,.689,-0.39,0.31,5.68,40-16,17-9,65-17,48-34,100.0%,95.4%,32.4%,22.0%,56,1,0.22,bos
2,Milwaukee Bucks,53.7,28.3,.655,-0.20,0.42,2.82,39-17,15-11,62-20,45-37,100.0%,59.3%,10.7%,5.4%,54,1,0.054000000000000006,mil
3,Cleveland Cavaliers,52.4,29.6,.639,0.06,-0.98,5.84,37-22,15-8,59-23,43-39,100.0%,40.7%,32.3%,22.3%,52,1,0.223,cle
4,Philadelphia 76ers,51.0,31.0,.622,-0.39,0.94,3.20,36-19,15-12,60-22,42-40,99.9%,4.5%,11.2%,6.1%,51,0.9990000000000001,0.061,phi
5,Brooklyn Nets,47.0,35.0,.574,-0.04,0.30,1.87,33-23,14-12,56-26,36-46,97.2%,0.1%,5.3%,2.4%,47,0.972,0.024,bkn
6,Miami Heat,44.2,37.8,.539,-0.13,0.71,0.17,32-25,12-13,53-29,36-46,82.9%,75.7%,1.7%,0.6%,44,0.8290000000000001,0.006,mia
7,New York Knicks,43.8,38.2,.534,0.02,0.31,1.66,31-27,13-11,52-30,36-46,79.9%,,3.5%,1.5%,44,0.799,0.015,ny
8,Atlanta Hawks,41.4,40.6,.505,-0.21,0.47,-0.10,29-28,12-13,50-32,32-50,48.9%,17.7%,1.0%,0.4%,41,0.489,0.004,atl
9,Washington Wizards,39.8,42.2,.485,0.15,-0.15,0.02,26-29,14-13,51-31,30-52,31.4%,6.6%,0.5%,0.2%,40,0.314,0.002,wsh
10,Chicago Bulls,39.8,42.2,.485,0.34,-0.44,0.48,26-30,14-12,49-33,31-51,32.5%,,0.9%,0.3%,40,0.325,0.003,chi
11,Toronto Raptors,39.1,42.9,.477,0.19,-0.11,0.89,26-31,13-12,48-34,30-52,24.0%,,0.5%,0.2%,39,0.24,0.002,tor
12,Indiana Pacers,35.7,46.3,.436,0.47,-0.38,-2.22,25-33,11-13,44-38,28-54,2.8%,,,0,36,0.027999999999999997,0,ind
13,Orlando Magic,33.8,48.2,.412,0.27,-0.09,-2.57,23-34,11-14,43-39,24-58,0.5%,,,0,34,0.005,0,orl
14,Detroit Pistons,23.0,59.0,.281,0.68,-0.27,-6.85,15-42,8-17,33-49,15-67,0,,,0,23,0,0,det
15,Charlotte Hornets,23.4,58.6,.285,0.56,-0.12,-6.35,15-43,8-16,32-50,16-66,0,,,0,23,0,0,cha
1,Denver Nuggets,53.9,28.1,.657,-0.39,0.11,3.89,39-18,15-10,62-20,45-37,100.0%,100.0%,29.1%,13.6%,54,1,0.136,den
2,Memphis Grizzlies,50.6,31.4,.617,-0.22,-0.49,3.91,34-21,17-10,59-23,41-41,99.9%,94.5%,27.3%,12.3%,51,0.9990000000000001,0.12300000000000001,mem
3,Sacramento Kings,45.7,36.3,.557,-0.71,0.64,1.81,32-24,14-12,54-28,37-45,94.0%,60.0%,10.2%,3.4%,46,0.94,0.034,sac
4,Dallas Mavericks,44.2,37.8,.540,0.13,-0.91,0.84,31-27,13-11,52-30,35-47,87.7%,4.4%,6.2%,1.5%,44,0.877,0.015,dal
5,Phoenix Suns,43.8,38.2,.534,-0.04,0.25,1.34,31-27,13-11,52-30,35-47,84.2%,29.6%,7.1%,2.2%,44,0.8420000000000001,0.022000000000000002,phx
6,New Orleans Pelicans,43.0,39.0,.524,0.04,-0.76,1.76,29-28,14-11,53-29,34-48,75.1%,1.1%,7.1%,2.4%,43,0.7509999999999999,0.024,no
7,Oklahoma City Thunder,41.9,40.1,.511,0.21,-0.59,1.30,27-28,15-12,51-31,33-49,56.8%,,4.6%,1.4%,42,0.568,0.013999999999999999,okc
8,LA Clippers,41.6,40.4,.507,-0.64,1.18,-0.64,31-28,11-12,50-32,33-49,46.6%,5.6%,1.3%,0.3%,42,0.466,0.003,lac
9,Golden State Warriors,41.1,40.9,.501,-0.02,-0.08,0.08,28-28,13-13,50-32,32-50,45.6%,4.7%,2.1%,0.4%,41,0.456,0.004,gs
10,Minnesota Timberwolves,41.0,41.0,.500,-0.19,0.15,-0.18,30-29,11-12,49-33,33-49,42.9%,,2.1%,0.4%,41,0.429,0.004,min
11,Portland Trail Blazers,39.9,42.1,.487,-0.15,0.14,-0.08,27-29,13-13,49-33,31-51,27.7%,,1.4%,0.3%,40,0.27699999999999997,0.003,por
12,Utah Jazz,40.3,41.7,.492,0.06,-0.36,0.40,28-30,12-12,49-33,32-50,34.2%,,1.7%,0.4%,40,0.342,0.004,uta
13,Los Angeles Lakers,37.6,44.4,.458,-0.08,0.17,-1.37,26-31,12-13,46-36,28-54,5.3%,0.1%,0.1%,0,38,0.053,0,lal
14,Houston Rockets,20.8,61.2,.253,0.26,0.27,-7.44,13-43,8-18,30-52,13-69,0,,,0,21,0,0,hou
15,San Antonio Spurs,19.9,62.1,.243,0.34,0.23,-9.87,14-43,6-19,28-54,14-68,0,,,0,20,0,0,sa
