Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.346589599,7.442338449,59.4578,>99.9,65.88,47.88,35.62
76ers,East,6.833655856,5.059619102,54.8544,>99.9,46.52,21.76,13.92
Nuggets,West,4.826951268,5.19653405,51.6442,99.56,55.94,41.52,20.3
Cavaliers,East,4.366851612,2.97044537,48.6918,96.22,19.94,7.6,3.9
Heat,East,4.194062273,2.737552334,49.638,97.74,20.36,7.22,3.76
Knicks,East,4.113222166,2.839190308,48.6974,95.98,18,6.9,3.18
Suns,West,3.608562144,1.331482191,49.7404,96.76,25.64,11.36,3.62
Bucks,East,3.432614118,1.710361877,49.671,96.96,14.94,4.94,2.3
Warriors,West,3.350816662,1.396885981,46.2604,88.18,20.68,8.88,2.56
T-Wolves,West,3.118670068,0.460031109,51.1128,98.66,21.34,8.42,2.08
Lakers,West,2.715672991,1.522173911,46.629,87.1,21.44,9.48,2.84
Thunder,West,2.011712187,-0.120412627,47.5134,93.4,15.18,5.4,0.92
Pelicans,West,1.521837775,0.944595739,44.1434,72.2,14.28,5.8,1.44
Kings,West,1.136850917,0.617318824,44.0048,69.66,12.26,4.58,1.38
Hawks,East,1.001604665,0.576246537,41.8774,59.24,5.38,1.4,0.52
Raptors,East,0.738124249,-0.474951549,40.4946,44.98,2.68,0.48,0.22
Clippers,West,0.562523727,-0.34616278,39.2214,34.14,4.12,1.42,0.2
Nets,East,-0.240250085,1.149383705,39.9672,42.4,4.14,1.52,0.54
Bulls,East,-0.295675743,-0.68310429,35.1382,7.74,0.48,0.12,<0.1
Magic,East,-0.54973341,-2.216739923,42.3718,54.42,1.64,0.16,0.06
Mavericks,West,-0.673586253,0.086686903,41.4574,54,8.36,2.9,0.56
Grizzlies,West,-1.176003792,0.635981435,33.1002,4.48,0.72,0.22,<0.1
Pacers,East,-3.538157129,-4.256450177,34.4518,4.28,<0.1,<0.1,<0.1
Jazz,West,-5.160520197,-2.415558384,28.9636,0.44,<0.1,<0.1,<0.1
Rockets,West,-5.427645269,-7.253963556,32.1682,1.42,<0.1,<0.1,<0.1
Wizards,East,-5.582656574,-2.907607874,25.0768,<0.1,<0.1,<0.1,<0.1
Hornets,East,-6.911811599,-5.697959296,24.8146,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.827088577,-7.936123568,19.0062,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.53837932,-6.977317462,20.1296,<0.1,<0.1,<0.1,<0.1
Spurs,West,-12.42552644,-9.7384356,15.7022,<0.1,<0.1,<0.1,<0.1
